gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1042910592	de49c340-0c61-11dd-84ce-b8a03c50a862	GB:General:GB-69270	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Under bjÃ¶rk._x000B_GÃ¶teborgs Botaniska TrÃ¤dgÃ¥rd, naturparken.	4c415e40-1e21-11de-9e40-a0d6ecebb8bf	57.6811	11.9541							1952-08-26T00:00:00Z	26	8	1952	5249504	5249504	PRESERVED_SPECIMEN	GB	General	GB-69270	4663			CC0_1_0		Karlvall, Filip Gustaf Adolf			2018-12-23T09:31:06.518Z		GEODETIC_DATUM_ASSUMED_WGS84
1042910591	de49c340-0c61-11dd-84ce-b8a03c50a862	GB:General:GB-69269	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	I bjÃ¶rkskog._x000B_GÃ¶teborgs Botaniska TrÃ¤dgÃ¥rd, naturparken.	4c415e40-1e21-11de-9e40-a0d6ecebb8bf	57.6811	11.9541							1954-10-07T00:00:00Z	7	10	1954	5249504	5249504	PRESERVED_SPECIMEN	GB	General	GB-69269	6251			CC0_1_0		Karlvall, Filip Gustaf Adolf			2018-12-23T09:31:06.552Z		GEODETIC_DATUM_ASSUMED_WGS84
1042910590	de49c340-0c61-11dd-84ce-b8a03c50a862	GB:General:GB-69268	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	I lÃ¶vskog._x000B_GÃ¶teborgs Botaniska TrÃ¤dgÃ¥rd, naturparken.	4c415e40-1e21-11de-9e40-a0d6ecebb8bf	57.6811	11.9541							1961-08-23T00:00:00Z	23	8	1961	5249504	5249504	PRESERVED_SPECIMEN	GB	General	GB-69268	9985			CC0_1_0		Karlvall, Filip Gustaf Adolf			2018-12-23T09:31:06.512Z		GEODETIC_DATUM_ASSUMED_WGS84
1042910589	de49c340-0c61-11dd-84ce-b8a03c50a862	GB:General:GB-69267	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	"""TvÃ¥vÃ¥ningssvamp""_x000B_I bjÃ¶rkskog._x000B_GÃ¶teborgs Botaniska TrÃ¤dgÃ¥rd, naturparken."	4c415e40-1e21-11de-9e40-a0d6ecebb8bf	57.6811	11.9541							1957-09-20T00:00:00Z	20	9	1957	5249504	5249504	PRESERVED_SPECIMEN	GB	General	GB-69267	7532			CC0_1_0		Karlvall, Filip Gustaf Adolf			2018-12-23T09:31:06.558Z		GEODETIC_DATUM_ASSUMED_WGS84
1042910588	de49c340-0c61-11dd-84ce-b8a03c50a862	GB:General:GB-69266	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	I fÃ¶rnan i barrskog._x000B_GÃ¶teborgs Botaniska TrÃ¤dgÃ¥rd, naturparken.	4c415e40-1e21-11de-9e40-a0d6ecebb8bf	57.6811	11.9541							1967-08-26T00:00:00Z	26	8	1967	5249504	5249504	PRESERVED_SPECIMEN	GB	General	GB-69266	12324			CC0_1_0		Karlvall, Filip Gustaf Adolf			2018-12-23T09:31:06.485Z		GEODETIC_DATUM_ASSUMED_WGS84
1042910582	de49c340-0c61-11dd-84ce-b8a03c50a862	GB:General:GB-69260	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	I fÃ¤rskt tillstÃ¥nd vit._x000B_Ã„nggÃ¥rden. SÃ¶dermalm._x000B_Det. J. Erikss.	4c415e40-1e21-11de-9e40-a0d6ecebb8bf	57.656	12.0101							1980-09-06T00:00:00Z	6	9	1980	5249504	5249504	PRESERVED_SPECIMEN	GB	General	GB-69260				CC0_1_0		Boberg, Gunilla & Boberg, Peter			2018-12-23T09:31:06.483Z		GEODETIC_DATUM_ASSUMED_WGS84
1042901754	de49c340-0c61-11dd-84ce-b8a03c50a862	GB:General:GB-60407	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus melanoxeros		SPECIES	Cantharellus melanoxeros Desm.	SE	[ADMINISTRATIVE PROVINCE (LÃ„N)] Ã„lvsborgs lÃ¤n [DISTRICT (KOMMUN)] Mellerud [PARISH (FÃ–RSAMLING)] SkÃ¥llerud [PLACE (LOKAL)] RyrhalvÃ¶n, Ryr [BIOTOPE (BIOTOP)] Lundvegetation [DETERMINED BY (ARTBESTÃ„MD AV)] Stridvall, Leif	4c415e40-1e21-11de-9e40-a0d6ecebb8bf	58.7807	12.4265							1992-09-05T00:00:00Z	5	9	1992	5249532	5249532	PRESERVED_SPECIMEN	GB	General	GB-60407	92/155			CC0_1_0		Stridvall, Leif & Stridvall, Anita			2018-12-23T09:31:04.923Z		GEODETIC_DATUM_ASSUMED_WGS84
932625777	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:16294600	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Olas skifte mellan Vällen och byn Ola	b8323864-602a-4a7d-9127-bb903054e97d	60.020413	18.306013	200.0						1986-09-03T00:00:00Z	3	9	1986	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	44959419				CC0_1_0	Torbjörn Persson	Torbjörn Persson			2018-12-07T09:53:23.054Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
895690415	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7221056	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Visby Djuplunda	b8323864-602a-4a7d-9127-bb903054e97d	57.609677	18.291523	100.0						1985-08-24T00:00:00Z	24	8	1985	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39044914				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:21.042Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
895690158	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7221954	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Väskinde Bläsnungs	b8323864-602a-4a7d-9127-bb903054e97d	57.688602	18.387499	100.0						1988-08-26T00:00:00Z	26	8	1988	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39045784				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:20.911Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
895690147	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7218363	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Stenkumla 1 km O Lilla Homa	b8323864-602a-4a7d-9127-bb903054e97d	57.544559	18.22193	100.0						1986-09-21T00:00:00Z	21	9	1986	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39042321				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:20.903Z		GEODETIC_DATUM_ASSUMED_WGS84
895689662	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7221057	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Visby Djuplunda	b8323864-602a-4a7d-9127-bb903054e97d	57.609677	18.291523	100.0						1985-09-10T00:00:00Z	10	9	1985	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39044915				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:20.773Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
895687002	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7216346	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus pallens Pilát	SE	Kräklingbo prästänge	b8323864-602a-4a7d-9127-bb903054e97d	57.446146	18.713632	100.0						1988-08-21T00:00:00Z	21	8	1988	5249496	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39040371				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:19.980Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
895686447	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7222268	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Väskinde Knuts 400 m SO	b8323864-602a-4a7d-9127-bb903054e97d	57.673459	18.424976	100.0						1988-07-28T00:00:00Z	28	7	1988	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39046083				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:19.875Z		GEODETIC_DATUM_ASSUMED_WGS84
895685284	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7222248	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Väskinde Knuts 400 m SO	b8323864-602a-4a7d-9127-bb903054e97d	57.606944	18.42689	100.0						1984-09-30T00:00:00Z	30	9	1984	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39046065				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:19.562Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
895684391	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7221405	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Visby nära Langes hage	b8323864-602a-4a7d-9127-bb903054e97d	57.601765	18.296499	1000.0						1988-07-06T00:00:00Z	6	7	1988	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39045253				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:19.295Z		GEODETIC_DATUM_ASSUMED_WGS84
895681945	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7222025	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Väskinde Knuts 300 m SO	b8323864-602a-4a7d-9127-bb903054e97d	57.673459	18.424976	100.0						1989-10-23T00:00:00Z	23	10	1989	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39045854				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:18.863Z		GEODETIC_DATUM_ASSUMED_WGS84
895681898	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7222027	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Väskinde Knuts 300 m SO	b8323864-602a-4a7d-9127-bb903054e97d	57.673459	18.424976	100.0						1990-09-09T00:00:00Z	9	9	1990	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39045856				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:18.894Z		GEODETIC_DATUM_ASSUMED_WGS84
895681852	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7222024	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Väskinde Knuts 300 m SO	b8323864-602a-4a7d-9127-bb903054e97d	57.673459	18.424976	100.0						1993-08-21T00:00:00Z	21	8	1993	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39045853				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:18.927Z		GEODETIC_DATUM_ASSUMED_WGS84
895681664	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7222026	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Väskinde Knuts 300 m SO	b8323864-602a-4a7d-9127-bb903054e97d	57.673459	18.424976	100.0						1990-08-25T00:00:00Z	25	8	1990	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39045855				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:18.860Z		GEODETIC_DATUM_ASSUMED_WGS84
895673411	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7210057	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus pallens Pilát	SE	Ekeby 1 km NV kyrkan	b8323864-602a-4a7d-9127-bb903054e97d	57.603498	18.505286	100.0						1988-08-10T00:00:00Z	10	8	1988	5249496	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39019444				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:18.514Z		GEODETIC_DATUM_ASSUMED_WGS84
895672727	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7209060	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Bro 1,5 km VNV kyrkan	b8323864-602a-4a7d-9127-bb903054e97d	57.676557	18.448683	100.0						1988-07-29T00:00:00Z	29	7	1988	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39018489				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:18.434Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
895670782	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7213013	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus melanoxeros		SPECIES	Craterellus melanoxeros (Desm.) Pérez-De-Greg.	SE	Follingbo skogar vid Follingbo backe	b8323864-602a-4a7d-9127-bb903054e97d	57.590809	18.337067	100.0						1993-10-10T00:00:00Z	10	10	1993	2554516	5249532	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39022276				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:17.891Z		GEODETIC_DATUM_ASSUMED_WGS84
895670375	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7204808	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Gothem Åminne	b8323864-602a-4a7d-9127-bb903054e97d	57.618439	18.760875	1000.0						1988-10-01T00:00:00Z	1	10	1988	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39014570				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:17.669Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
895669531	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7211106	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Ekeby Öjars 700 m SV	b8323864-602a-4a7d-9127-bb903054e97d	57.60884	18.507361	100.0						1990-08-01T00:00:00Z	1	8	1990	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39020445				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:17.501Z		GEODETIC_DATUM_ASSUMED_WGS84
895668497	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7210645	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Ekeby Ojars 700 m SV	b8323864-602a-4a7d-9127-bb903054e97d	57.60884	18.507361	100.0						1990-08-01T00:00:00Z	1	8	1990	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39020006				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:17.146Z		GEODETIC_DATUM_ASSUMED_WGS84
895668408	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7209068	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Bro 1,5 km VNV kyrkan	b8323864-602a-4a7d-9127-bb903054e97d	57.677455	18.448746	100.0						1987-08-13T00:00:00Z	13	8	1987	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39018497				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:17.160Z		GEODETIC_DATUM_ASSUMED_WGS84
895668180	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7211107	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Ekeby Öjars 700 m SV	b8323864-602a-4a7d-9127-bb903054e97d	57.60884	18.507361	100.0						1990-08-26T00:00:00Z	26	8	1990	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39020446				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:17.094Z		GEODETIC_DATUM_ASSUMED_WGS84
895665606	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7210644	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Ekeby Ojars 700 m SV	b8323864-602a-4a7d-9127-bb903054e97d	57.60884	18.507361	100.0						1990-08-26T00:00:00Z	26	8	1990	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39020005				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:02.553Z		GEODETIC_DATUM_ASSUMED_WGS84
895664850	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7204781	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Fårö Holmudden	b8323864-602a-4a7d-9127-bb903054e97d	57.963896	19.340396	100.0						1988-09-28T00:00:00Z	28	9	1988	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39014543				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:02.101Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
895664672	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7212928	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus melanoxeros		SPECIES	Craterellus melanoxeros (Desm.) Pérez-De-Greg.	SE	Follingbo skogar vid Follingbo backe	b8323864-602a-4a7d-9127-bb903054e97d	57.582334	18.356552	1000.0						1993-10-10T00:00:00Z	10	10	1993	2554516	5249532	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	39022193				CC0_1_0	Elsa Bohus Jensen	Elsa Bohus Jensen			2018-12-21T05:02:02.029Z		GEODETIC_DATUM_ASSUMED_WGS84
875711575	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7132698	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Söderbergets naturskog	b8323864-602a-4a7d-9127-bb903054e97d	61.072964	14.264798	1500.0						1990-09-14T00:00:00Z	14	9	1990	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	38452366				CC0_1_0	Bengt Oldhammer	Bengt Oldhammer			2018-12-09T16:05:07.215Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
875452003	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:7095715	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius		SPECIES	Cantharellus cibarius Fr.	SE	Ördalen	b8323864-602a-4a7d-9127-bb903054e97d	59.666717	12.29861	250.0						1987-10-03T00:00:00Z	3	10	1987	5249504	5249504	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	38175411				CC0_1_0	Stefan Björn	Stefan Björn			2018-12-09T16:04:45.601Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
855982361	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:152701	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cinereus		SPECIES	Craterellus cinereus (Pers.) Donk	SE	Skogsby, Tors lund V. om kyrkan.	b8323864-602a-4a7d-9127-bb903054e97d	56.633163	16.513335	100.0						1994-09-30T00:00:00Z	30	9	1994	2554512	5249528	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	34114079				CC0_1_0	Tommy Knutsson	Genom Tommy Knutsson			2018-12-23T00:45:49.334Z		GEODETIC_DATUM_ASSUMED_WGS84
855982139	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:152358	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cinereus		SPECIES	Craterellus cinereus (Pers.) Donk	SE	Vickleby, Norra Vicklebylundens N del.	b8323864-602a-4a7d-9127-bb903054e97d	56.571126	16.443032	100.0						1954-07-28T00:00:00Z	28	7	1954	2554512	5249528	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	34114074	RM	O. Persson		CC0_1_0	Tommy Knutsson	Genom Tommy Knutsson			2018-12-23T00:45:49.295Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
855981849	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:152703	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cinereus		SPECIES	Craterellus cinereus (Pers.) Donk	SE	Halltorps hage, strax N om hagen med gammelekarna.	b8323864-602a-4a7d-9127-bb903054e97d	56.796263	16.571231	100.0						1994-10-09T00:00:00Z	9	10	1994	2554512	5249528	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	34114080	ToK 94-290			CC0_1_0	Tommy Knutsson	Tommy Knutsson			2018-12-23T00:45:49.230Z		GEODETIC_DATUM_ASSUMED_WGS84
855981579	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:152705	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cinereus		SPECIES	Craterellus cinereus (Pers.) Donk	SE	"Lenstad, 1450m NNO byn. Strax V. om Kärringkullmossen, skifte ""Lenstad"	b8323864-602a-4a7d-9127-bb903054e97d	56.622415	16.56885	100.0						1994-10-18T00:00:00Z	18	10	1994	2554512	5249528	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	34114082	LD			CC0_1_0	Tommy Knutsson	Genom Tommy Knutsson			2018-12-23T00:45:49Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
855980867	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:152369	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cinereus		SPECIES	Craterellus cinereus (Pers.) Donk	SE	Slottskogen, tät ädellövskog.	b8323864-602a-4a7d-9127-bb903054e97d	56.873991	16.634311	500.0						1984-10-20T00:00:00Z	20	10	1984	2554512	5249528	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	34114078	Nitare			CC0_1_0	Tommy Knutsson	Genom Tommy Knutsson			2018-12-23T00:45:48.886Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
855980753	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:152357	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cinereus		SPECIES	Craterellus cinereus (Pers.) Donk	SE	Halltorp. Avenbokskog på styv lera.	b8323864-602a-4a7d-9127-bb903054e97d	56.793576	16.570351	1000.0						1952-10-14T00:00:00Z	14	10	1952	2554512	5249528	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	34114073	LD			CC0_1_0	Tommy Knutsson	Genom Tommy Knutsson			2018-12-23T00:45:49.013Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
855979207	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:Sighting:152362	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cinereus		SPECIES	Craterellus cinereus (Pers.) Donk	SE	Norra Bäck, ca 200m N. om Lindsmossen N:a strand (skifte 2:3/3).	b8323864-602a-4a7d-9127-bb903054e97d	56.681802	16.634984	100.0						1978-07-18T00:00:00Z	18	7	1978	2554512	5249528	HUMAN_OBSERVATION	ArtDatabanken	Artportalen	34114076				CC0_1_0	Tommy Knutsson	Tommy Knutsson			2018-12-23T00:45:48.487Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
